Ingresso;Paí;Cidade;ID;Nome;Assessor;Carteira
May-30-2021;Portugal;Azeitã;975129468-1;Fredrika Drohane;App;7,385.00
Nov-27-2022;Brazil;RJ;975304620-0;Gayel Ainslie;App;6,041.00
Sep-18-2021;Portugal;;975506799-1;Dunstan Oris;App;2,827.00
May-30-2021;Argentina;San Pedro;975525738-1;Aggie Ceresa;App;14,987.00
Feb-20-2023;Peru;Condoroma;976807682-8;Lynnelle Esson;App;5,766.00
Oct-22-2021;Brazil;Arcoverde;976998105-2;Adrianne Wenger;App;8,934.00
May-30-2021;Brazil;São Paul;977077386-7;Lory Dinjes;App;17,209.00
May-30-2021;United States;New York City;977285008-7;Eldridge Loudon;App;19,495.00
May-30-2021;Colombia;Piedras;977401816-8;Shelbi McHale;App;17,200.00
Apr-21-2022;United States;Cincinnati;978031279-1;Christian Iapico;App;3,907.00
Nov-28-2021;Sweden;Stockholm;978302979-7;Matteo Veldens;App;3,133.00
Mar-6-2023;Brazil;São João del R;979000485-0;Jonell Harkess;App;7,793.00
May-30-2021;Portugal;Vermil;979080199-8;Darsey Eadie;App;19,943.00
May-30-2021;France;Saint-Étienn;979323722-8;Kerrie Gerok;App;1,407.00
Aug-11-2022;Portugal;Quintas;979622340-6;Ibbie Wassung;App;3,847.00
May-30-2021;Greece;�gios Mattha�os;979885035-1;Boy Helm;App;18,197.00
May-30-2021;Portugal;Boleiros;980499136-5;Anallese Berends;App;19,331.00
May-30-2021;Czech Republic;Radnice;980562221-5;Noby Probets;App;12,509.00
Feb-18-2022;United States;Birmingham;981097930-4;Holli Kenningham;App;9,474.00
May-24-2023;Colombia;Rovira;981982809-0;Samson Feeney;App;7,935.00
Jul-9-2021;Brazil;Porto Alegre;982862970-4;Corabelle Cicero;App;10,049.00
May-30-2021;Sweden;Mjölb;983863632-0;Nan Dobing;App;9,070.00
May-30-2021;Portugal;Várzea de Sintr;984313597-0;Sandro Bartolomeu;App;12,141.00
May-30-2021;Brazil;Guararapes;986051177-2;Dwain Matteotti;App;14,921.00
May-30-2021;Brazil;Esperanç;987031735-9;Robenia Candie;App;15,878.00
May-30-2021;Philippines;Mangusu;987145717-0;Eadith Greatex;App;16,334.00
May-30-2021;Poland;Krzynowłoga Ma�;987488536-1;Peri Sinton;App;15,818.00
May-30-2021;Brazil;Cristalina;987657968-1;Diarmid Lightowler;App;19,460.00
Jan-22-2023;France;Verdun;987798235-8;Jonell Clementson;App;2,435.00
May-30-2021;Portugal;Portelinha;988113644-1;Brewster Clutheram;App;18,347.00
May-30-2021;Brazil;São Paul;988547426-9;Deane Lage;App;7,033.00
May-30-2021;United States;Louisville;989019638-7;Glynis Acory;App;16,859.00
Jun-17-2022;Maldives;Vilufushi;989986391-2;Nona Guilayn;App;3,821.00
Jul-31-2022;United States;Fort Worth;990206299-7;Nadeen Deakan;App;6,743.00
May-30-2021;Brazil;Encruzilhada do Sul;990471625-0;Skip MacGall;App;12,952.00
May-30-2021;Brazil;Teófilo Oton;991771568-1;Rubia Reinger;App;16,188.00
May-30-2021;Mexico;La Gloria;992577858-1;Querida Hollerin;App;19,558.00
May-30-2021;Colombia;San Alberto;992628016-1;Giles Caston;App;8,426.00
Jan-14-2023;Portugal;Lisboa;992961943-7;Sonny Gilhoolie;App;2,422.00
May-30-2021;Philippines;Cabugao;993688702-6;Kira Gland;App;2,923.00
May-30-2021;Portugal;Santa Cruz da Graciosa;994400070-1;Freddi McTrustam;App;11,642.00
May-30-2021;Indonesia;Olafulihaa;994806908-0;Sophey Crosi;App;13,290.00
May-30-2021;United States;Colorado Springs;994894324-4;Quill Thoma;App;13,564.00
Mar-24-2022;Russia;Dzerzhinskiy;995265368-9;Dee Steljes;App;9,312.00
Oct-13-2022;Brazil;Patos;995558399-1;Jackie Bris;App;6,042.00
Jul-30-2022;Brazil;São Paul;995775794-6;Carolynn Hare;App;2,125.00
May-30-2021;Brazil;Rio de Janeiro;996718496-5;Anne Sumption;App;5,156.00
Jun-25-2021;Brazil;São Paul;996951802-1;Jolee Hasling;App;7,070.00
May-30-2021;Colombia;Buesaco;997056036-0;Frederica Brafferton;App;13,110.00
May-30-2021;Portugal;Corujeira;998156821-1;Roscoe Samson;App;13,407.00
May-30-2021;Brazil;São Paul;998932345-3;Adele Molineaux;App;16,690.00
May-30-2021;Indonesia;Cieurih Satu;999497347-9;Reba Lindenman;App;16,044.00
May-30-2021;Portugal;Mato Cheirinhos;999895222-0;Bartholemy Vautier;App;16,348.00
